qid,question,gold_doc_id,ideal_answer,gold_evidence_text,gold_evidence_char_start,gold_evidence_char_end,topic
q_c5d007417b,Вынесено заочное решение против фонда. Когда оно вступает в силу и что фонд может предпринять?,d_168537aacb,"Ответчик подаёт заявление об отмене заочного решения в суд, его принявший, в течение семи дней со дня вручения копии решения; далее возможно обжалование в общем порядке. Полезно фонду при пропуске заседания и заочном решении.","Ответчик вправе подать в суд, принявший заочное решение, заявление об отмене этого решения суда в течение семи дней со дня вручения ему копии этого решения.",15411,15567,процессуальные определения по движению иска
q_c5e7652656,Можно ли взыскать с правопреемника переплату из резерва ОПС после перераспределения долей?,d_68644240fa,"В документе фонд требовал вернуть сумму, выплаченную из резерва ОПС, и апелляция частично удовлетворила требования: взыскала выплаченную из резерва сумму пенсионных накоплений и госпошлину, отказав в остальной части. Практически это пример регрессного/возвратного требования фонда после перераспределения долей между правопреемниками.","№ 33-1175/2023
АПЕЛЛЯЦИОННОЕ ОПРЕДЕЛЕНИЕ
27 января 2023 года Судебная коллегия по гражданским делам Московского городского суда в составе:
председательствующего судьи ФИО,
судей ФИО, ФИО,
при ведении протокола помощником судьи ФИО,
рассмотрев в открытом судебном заседании по докладу судьи ФИО
гражданское дело по апелляционной жалобе фио фио в интересах несовершеннолетнего ФИО
на решение Преображенского районного суда адрес от дата, которым постановлено:
Исковые требования удовлетворить.
Взыскать с ФИО, в лице законного представителя фио фио, в пользу адрес «наименование» выплаченную из резерва адрес «наименование» по обязательному пенсионному страхованию сумму пенсионных накоплений в размере сумма на счет резерва обязательного пенсионного в качестве суммы регресса по следующим реквизитам: Получатель средств: Акционерное общество «Негосударственный пенсионный фонд «наименование», ИНН, Банк получателя платежа БАНК «наименование», Номер расчетного счета получателя платежа, Корреспондентский счет банка получателя платежа, БИК банка получателя платежа.
Взыскать с ФИО, в лице законного представителя фио фио, в пользу адрес «наименование» сумму процентов за пользование чужими денежными средствами по ст. 395 ГК РФ в размере сумма по следующим реквизитам: Получатель средств Акционерное общество «наименование», ИНН/КПП, Р/с Банк Банк «наименование», к/с, БИК.",10,1381,неосновательное обогащение / сопутствующие требования
q_c64ea8fffd,Каким стандартом суды меряют уважительность пропуска срока у правопреемников?,d_96ddd2839e,"Нужно выяснять причины пропуска и их уважительность. Документ ссылается на подход, по которому восстановление срока зависит от исключительных обстоятельств, связанных с личностью правопреемника; закрытого перечня уважительных причин нет, поэтому оцениваются конкретные обстоятельства.","ьной пенсии, и результата их инвестирования) умершего застрахованного лица производится независимо от возраста и состояния трудоспособности.
Как разъяснено в Обзоре законодательства и судебной практики Верховного Суда Российской Федерации за третий квартал дата, утвержденном Постановлением Президиума Верховного Суда Российской Федерации от дата, восстановление срока обращения в территориальные органы Пенсионного фонда Российской Федерации за выплатой средств, учтенных в специальной части индивидуального лицевого счета умерших застрахованных лиц, зависит от усмотрения суда, которое, по общему правилу, обусловлено наличием или отсутствием исключительных обстоятельств, связанных с личностью правопреемника, повлекших пропуск названного срока. Следовательно, при рассмотрении дел по заявлениям правопреемников о восстановлении им срока обращения в территориальные органы Пенсионного фонда Российской Федерации за выплатой средств, учтенных в специальной части индивидуального лицевого счета умерших застрахованных лиц, необходимо выяснять как причины пропуска указанного срока, так и их уважительность. Какого-либо перечня уважительных причин, дающих суду право восстановить пропущенный срок, законодательство не содержит. Поэтому этот вопрос решается судом по каждому делу с учетом его конкретных обстоятельств. Как правило, такими причинами являются: болезнь, длительность командировки, ненадлежащее исполнение законными представителями правопреемников, не обладающих дееспособностью в полном объеме, возложенных на них законодательством функций и тому подобное.
В с",6917,8490,правопреемство / наследование
q_c6cff1adf3,"Какие требования отпадают, если основной довод о пороке воли не доказан?",d_4e77c29dc6,"Если основное требование о недействительности договора отклонено из-за недоказанности порока воли, производные требования тоже не удовлетворяются. В документе это касалось передачи накоплений предыдущему страховщику, процентов за неправомерное пользование, средств на формирование собственных средств фонда и судебных расходов.","приняты им в качестве надлежащих документов, осуществлен перевод денежных средств из АО «НПФ «СОЦИУМ» в АО «НПФ «БУДУЩЕЕ», при этом истцом не доказано наличие порока воли при заключении договора, в нарушение требований ст. 56 ГПК РФ, суд не находит оснований для удовлетворения заявленных исковых требований о признании недействительными договора об обязательном пенсионном страховании.
При этом, учитывая, что требования о передаче предыдущему страховщику пенсионных накоплений, процентов за неправомерное пользование средствами пенсионных накоплений и средств, направленных на формирование собственных средств фонда, и взыскании судебных расходов вытекают из основных требований о признании недействительным договора об обязательном пенсионном страховании, данные производные требования также удовлетворению не подлежат ввиду отказа в удовлетворении основных требований истца.
На основании изложенного и руководствуясь ст. 194-199 ГПК РФ, суд
Исковые требования ФИО к АО «НПФ «БУДУЩЕЕ», Пенсионному фонду РФ о признании договора недействительным, передаче предыдущему страховщику средств пенсионных накоплений и взыскании судебных расходов – оставить без удовлетворения.
Решение может быть обжаловано в Московский городской суд через Мещанский районный суд города Москвы в течение месяца путем подачи апелляционной жалобы.",13829,15153,переход в НПФ / недействительность волеизъявления
q_c6ee4d078a,"Какие последствия заявлять, если экспертиза установила подпись не застрахованного лица?",d_72fb6411f0,"Подходит для позиции о недействительности договора из-за отсутствия волеизъявления. После этого можно заявлять специальные последствия: передачу предыдущему страховщику пенсионных накоплений, процентов за неправомерное пользование и средств, направленных на формирование собственных средств фонда, по п. 5.3 ст. 36.6 Закона о НПФ.","рахованным лицом, на которое распространяется обязательное пенсионное страхование.
В мае 2019 истцу стало известно, что между нею и АО «НПФ БУДУЩЕЕ» заключен договор об обязательном пенсионном страховании N [СНИЛС] о т30 ноября 2017 года.
Обращаясь в суд, истец указала, что подпись на договоре, сделанная от имени ФИО , принадлежит не ей, а другому лицу.
Для проверки доводов истца о том, что договор ей не подписывался, судом была назначена и проведена судебная почерковедческая экспертиза.
Согласно выводам эксперта АНО «Центр Судебный Экспертизы «Гарант» в заключении от 15 февраля 2021 года: подписи от имени ФИО в договоре №[СНИЛС] от 30 ноября 2017 года, выполнены не ФИО, а другим лицом.
Суд принимает как доказательство по делу показания данного эксперта, поскольку сомневаться в них у суда нет оснований.
Учитывая изложенное, суд приходит к выводу об удовлетворении исковых требований о признании недействительным договора об обязательном пенсионном страховании №[СНИЛС] от 30 ноября 2017 года, поскольку волеизъявления истца на переход из одного пенсионного фонда в другой не имелось.
Согласно п. 5.3 ст. 36.6 Закона о НПФ, в случае прекращения договора об обязательном пенсионном страховании фонд обязан передать предыдущему страховщику по обязательному пенсионному страхованию средства пенсионных накоплений, определенные в порядке, установленном п. 2 ст. 36.6.1 настоящего Федерального закона, а также проценты за неправомерное пользование средствами пенсионных накоплений, определяемые в соответствии со ст. 395 ГК РФ, и средства, направленные на формирование собственных средств фонда, сформированные за счет дохода от инвестирования средств пенсионных накоплений соотве",5570,7256,переход в НПФ / недействительность волеизъявления
q_c6fd79653c,"Можно ли отбиться от требования о моральном вреде в споре о недействительном договоре ОПС, если страдания клиента ничем не подтверждены?",d_a3ea97ebfc,"Суд отказал в моральном вреде, поскольку не были доказаны нравственные или физические страдания и закон не предусматривает компенсацию морального вреда по такой категории споров без необходимых условий. По персональным данным суд указал, что на момент обработки у фонда не было сведений о недействительности договора; договор содержал необходимые реквизиты, а заявление было зарегистрировано и нотариально заверено. Поэтому действия фонда не были направлены на нарушение прав.","пространением не соответствующих действительности сведений, порочащих честь, достоинство и деловую репутацию гражданина, временным ограничением или лишением каких-либо прав, физической болью, связанной с причиненным увечьем, иным повреждением здоровья либо в связи с заболеванием, перенесенным в результате нравственных страданий и др.
При определении размеров компенсации морального вреда суд принимает во внимание степень вины нарушителя и иные заслуживающие внимания обстоятельства. Суд должен также учитывать степень физических и нравственных страданий, связанных с индивидуальными особенностями гражданина, которому причинен вред (ст. 151 ГК РФ).
Таким образом, в соответствии с действующим законодательством одним из обязательных условий наступлении ответственности за причинение морального вреда является вина причинителя вреда. Исключение составляют случая, прямо предусмотренные законом (ст. 1100 ГК РФ). К ним относятся случая, когда: вред причинен жизни или здоровью гражданина источником повышенной опасности; вред причинен гражданину в результате его незаконного осуждения, незаконного привлечения к уголовной ответственности, незаконного применения в качестве меры пресечения заключения под стражу или подписки о невыезде, незаконного наложения административного взыскания в виде ареста или исправительных работ; вред причинен распространением сведений, порочащих честь, достоинство и деловую репутацию; в иных случаях, предусмотренных законом.
В соответствии с п. 1 Постановления Пленума Верховного Суда Российской Федерации от 20 декабря 1994 года № 10 «Некоторые вопросы применения законодательства о компенсации морального вреда» судам следует устанавливать, чем подтверждается факт причинения потерпевшему нравственных или физических страданий, при каких обстоятельствах и какими действиями (бездействием) они нанесены, степень вины причинителя, какие нравственные или физические страдания перенесены потерпевшим, в какой сумме он оценивает их компенсацию и другие обстоятельства, имеющие значение для разрешения конкретного спора.
Учитывая приведенные нормы права, суд не находит правовых оснований для удовлетворения требований истца о взыскании с ответчика компенсации морального вреда в размере …… руб., поскольку истцом не представлено доказательств, свидетельствующих о причинении ему действиями ответчика морального вреда, истцом не указано, в чем выражались нравственные или физические страдания, кроме того, действующее законодательство не предусматривает взыскание компенсации морального вреда по данной категории споров.
Требования о признании незаконными действий ответчика АО «НПФ «БУДУЩЕЕ» по обработке персональных данных истца удовлетворению не подлежат, поскольку на момент совершения данных действий у ответчика не имелось сведений о недействительности оспариваемого договора, что установлено только в ходе рассмотрения настоящего искового заявления.
В АО «НПФ «БУДУЩЕЕ» поступил договор, заключенный между сторонами, содержащий все необходимые реквизиты. При этом заявление ФИО о досрочном переходе из ПФР в АО «НПФ «БУДУЩЕЕ» поступило в ОПФ по г. Москве и Московской области, установление личности и проверка подлинности подписи застрахованного лица ФИО была произведена нотариусом, указанное заявление было зарегистрировано в ПФР и заверено нотариально.
Представляется, что прием, рассмотрение и принятие решений по заявлениям о переходе (досрочном переходе) застрахованных лиц из фонда в фонд осуществляется ПФР в полном соответствии с законодательством Российской Федерации.
Таким образом, при оформлении договора об обязательном пенсионном страховании, заключенный между ФИО и АО «НПФ «БУДУЩЕЕ», у ответчика не имелось оснований для отказа в регистрации такого договора, ответчик не располагал информацией о признаках недействительности оспариваемого договора, его действия не были направлены на нарушение прав истца, в связи с чем требования о признании действий ответчика по обработке персональных данных ФИО незаконными удовлетворению не подлежат.
Также подлежат оставлению без удовлетворения требования истца об обязании АО «НПФ «БУДУЩЕЕ» прекратить обработку страхов",23920,28034,моральный вред / защита прав потребителей
q_c71ab23652,"Подбери дело, где заявление о досрочном переходе имело отметку нотариуса об удостоверении, но фонду не удалось доказать факт его подписания застрахованным лицом.",d_61586847b7,"Подходит дело, где удостоверительная отметка нотариуса на заявлении о переходе была опровергнута совокупностью доказательств: факт подписания заявления застрахованным лицом не подтвердился, что повлекло недействительность договора ОПС. Полезно: нотариальная отметка сама по себе не «иммунизирует» заявление.","ФИО1 , содержащего отметку об удостоверении нотариусом ФИО6 Факт подписания договора с АО НПФ «Будущее» об обязательном пенсионном страховании и заявления о передаче денежных средств ФИО5 истцом отрицается. Согласно пояснениям ФИО1 с заявлением о переходе в НПФ она не обращалась и никаких заявлений не оформляла, подпись в представленной копии заявления ей не принадлежит. Как следует из представленной справки нотариуса Луховицкого нотариального округа Московской области, указанным нотариусом не было засвидетельствовано заявление ФИО1 о переходе в НПФ, о чем поставлены в известность правоохранительные органы. Подлинник договора о переходе ФИО1 в НПФ ответчиком не представлен. В силу ч. 1 ст. 56 ГПК РФ каждая сторона должна доказать те обстоятельства, на которые она ссылается как на основания своих требований и возражений, если иное не предусмотрено федеральным законом. В соответствии с положениями ч. 1 ст. 67 ГПК РФ суд оценивает доказательства по своему внутреннему убеждению, основанному на всестороннем, полном, объективном и непосредственном исследовании имеющихся в деле доказательств. Учитывая наличие возражений ФИО1 по факту подписания ею договора и заявления о переводе денежных средств в негосударственный пенсионный фонд, анализируя представленные суду доказательства, суд приходит к выводу о том, что доказательств выражения истцом воли на заключение договора об обязательном пенсионном страховании между АО НПФ «Будущее» и ФИО1 ответчиком не представлено, в связи с чем, данный договор подлежит признанию недействительным.",8066,9613,доказательства / почерковедческая экспертиза
q_c7b8ee9fe0,"Можно ли сразу идти в суд против НПФ, минуя финансового уполномоченного?",d_289c761157,"Финансовый уполномоченный рассматривает обращения потребителей финансовых услуг к НПФ (123-ФЗ), и без соблюдения этого порядка иск возвращается. Полезно для проверки процессуальной готовности иска.","финансовый уполномоченный рассматривает обращение потребителя финансовых услуг в отношении негосударственных пенсионных фондов, включенных в реестр, указанный в статье 29 настоящего Федерального закона, в случае, если такое обращение содержит требование о возврате предыдущему страховщику по обязательному пенсионному страхованию средств пенсионных накоплений в связи с незаключением договора об обязательном пенсионном страховании",1306,1737,досудебный порядок / финансовый уполномоченный
q_c83253fee9,"Может ли родственник по закону претендовать на накопления, если в договоре ОПС указан другой правопреемник на всю сумму?",d_dec756449e,"Нет, если застрахованное лицо при жизни назначило правопреемника по договору на 100% и не изменило это распоряжение, именно назначенное лицо имеет исключительное право на получение средств. Родственник по закону в такой ситуации не признается правопреемником по договору.","ст. 67 ГПК РФ представленные доказательства, и пришел к обоснованному выводу об отсутствии оснований для удовлетворения заявленных истцом требований, при этом суд первой инстанции правильно исходил из того, что ФИО обладает исключительным правом на получение средств пенсионных накоплений ФИО, истец не является правопреемником умершего застрахованного лица по договору.
Кроме того, из представленной выписки о состоянии пенсионного счета накопительной пенсии застрахованного лица ФИО следует, что средства пенсионных накоплений выплачены путем осуществления единовременной выплаты ФИО 12.10.2018, на пенсионном счета накопительной пенсии застрахованного лица ФИО остаток средств пенсионных накоплений для выплаты правопреемнику отсутствует.
При указанных обстоятельствах судебная коллегия соглашается с приведенными выводами суда первой инстанции, так как они основаны на надлежащей оценке доказательств по делу, сделаны в соответствии с нормами материального права, регулирующими спорные отношения",5422,6421,правопреемство / наследование
q_c8ebc5444f,Когда суд откажет в повторной экспертизе подписи по договору ОПС?,d_531c852674,"Если первичное заключение мотивировано, не содержит неясностей и разночтений, а невозможность ответа объяснена несопоставимостью образцов подписи, суд может отказать в повторной экспертизе. В документе экспертное заключение признано надлежащим, а доводы о подложности документов не подтвердились.","е представилось возможным.
Указанное экспертное заключение в полной мере отвечает требованиям Федерального закона от 31 мая 2001 года 73-ФЗ «О государственной судебно-экспертной деятельности в РФ», является мотивированным, неясностей и разночтений не содержит, эксперту до проведения экспертизы разъяснены положения ст. 307 УК РФ, заключение эксперта содержит подробное описание проведенного исследования, сделанные в результате его выводы и ответы на поставленные судом вопросы.
Суд доверяет данному экспертному заключению, экспертиза проведена экспертом, имеющим высшее образование по специальности «Эксперт-криминалист», а также квалификацию по производству экспертиз, с применением необходимой, достаточной литературы, методик и оборудования.
В этой связи суд не находит оснований для удовлетворения ходатайства истицы ФИО о назначении повторной экспертизы. Доводы истца о подложности документов были предметом проверки в ходе исследования экспертом и не подтверждены.
Материалы дела содержат достаточно относимых и допустимых доказательств для рассмотрения дела по существу.
Проанализировав судебную экспертизу, доказательства, собранные по делу, пояснения истца, письменные пояснения ответчиков, третьего лица, исходя из критериев относимости, допустимости, достоверности каждого доказательства в отдельности, а также достаточности и взаимной связи доказательств в их совокупности, в соответствии с требованиями ст. 67 ГПК РФ, суд приходит к выводу об отсутствии оснований для удовлетворения заявленных исковых требований о признании недействительным заявления ФИО о досрочном переходе из АО НПФ ВТБ Пенсионный ф",15064,16682,доказательства / почерковедческая экспертиза
q_c8f046565c,Фонд не известил правопреемника о существовании накоплений. Основание ли это для восстановления срока?,d_66ca9ede7e,"Если фонд получил сведения о смерти застрахованного лица, но не доказал, что своевременно исполнил обязанность известить правопреемника о наличии накоплений и возможности их получения, это поддерживает восстановление срока. В документе суд учел отсутствие таких доказательств со стороны фонда.","умно и добросовестно, разумность действий и добросовестность участников гражданских правоотношений предполагается.
Разрешая заявленные требования, суд первой инстанции, исследовав обстоятельства по делу, оценив предоставленные доказательства в соответствии с правилами ст. ст. 12, 56, 67, 86 ГПК РФ, признаёт уважительными причины пропуска истцом срока для обращения в пенсионный орган за выплатой средств пенсионных накоплений и приходит к выводу о восстановлении срока на обращение за выплатой средств пенсионных накоплений учтенных в специальной части индивидуального лицевого счета умершего застрахованного лица.
Ответчиком в нарушение ст. 56 ГПК РФ не представлены доказательства, подтверждающие, что при получении сведений из органов записи актов гражданского состояния относительно смерти застрахованного лица им своевременно были исполнены обязательства по извещению правопреемника о наличии пенсионных накоплений и возможности их получения в установленный законом срок.
При таких обстоятельствах, а также учитывая прямое указание закона на возможность восстановления срока в судебном порядке, суд считает, что причины пропуска заявителем на восстановление срока на обращение за выплатой средств пенсионных накоплений умершего застрахованного лица являются уважительными, а срок – подлежащим восстановлению.
На основании изложенного и руководствуясь ст.ст. 194-198 ГПК РФ, суд

РЕШИЛ:
Исковые требования ФИО к АО «НПФ «Будущее» о восстановлении срока для обращения с заявлением о выплате средств пенсионных накоплений умершего застрахованного лица – удовлетворить, восстановить ФИО срок для выплаты",5711,7317,правопреемство / наследование
q_c8f568e153,Какие межведомственные действия нужны фонду после заявления о назначении накопительной пенсии?,d_61c2d77c65,"Фонд обязан направить запрос в ПФР/СФР по СМЭВ для определения условий назначения накопительной пенсии и иных выплат. Суд ссылался на Постановление Правительства N 1728, п. 7 ст. 36.4 Закона N 75-ФЗ и порядок, по которому информация должна предоставляться электронно, на основании данных информационной системы, без истребования документов у застрахованного лица.","2018, и при соблюдении условий, дающих право на досрочное назначение страховой пенсии по старости (наличие необходимого страхового стажа и (или) стажа на соответствующих видах работ и установленной величины индивидуального пенсионного коэффициента).
Для принятия решения по заявлению застрахованного лица ФИО (СНИЛС [СНИЛС]) о назначении накопительной пенсии от 24.10.2022, Фонд обязан был направить в Пенсионный Фонд РФ запрос информации для определения условий для назначения накопительной пенсии, а также иных выплат за счет средств пенсионных накоплений по Системе Межведомственного Электронного Взаимодействия (далее -сокращенно «СМЭВ»).
Обязанность негосударственных пенсионных Фондов направлять запросы о наличии условий для назначения накопительной пенсии обусловлено Постановлением Правительства РФ от 29.12.2018 № 1728 «О порядке обмена информацией между негосударственным пенсионным фондом и ПФР в электронной форме с использованием Единой системы межведомственного электронного взаимодействия».
Пунктом 7 статьи 36.4 Федерального закона от 07.05.1998 № 75-ФЗ «О негосударственных пенсионных фондах» (далее – Федеральный закон 75-ФЗ), Правительство Российской Федерации установило, что обмен информацией между негосударственным пенсионным фондом и ПФР осуществляется в электронной форме с использованием единой системы межведомственного электронного взаимодействия в порядке, установленном Положением о единой системе межведомственного электронного взаимодействия, утвержденным постановлением Правительства Российской Федерации от 08.08.2010 № 697 «О единой системе межведомственного электронного взаимодействия» (далее – СМЭВ).
Форматы сведений, используемых при обмене информацией между негосударственным пенсионным фондом и ПФР, утверждаются Пенсионным Фондом России по согласованию с Министерством цифрового развития, связи и массовых коммуникаций Российской Федерации, если иное не установлено Федеральным законом 75-ФЗ.
К",4777,6715,назначение и выплата пенсионных накоплений
q_c91dd1e6cd,Стоит ли тратиться на кассацию после неудачной апелляции по пенсионному спору? Есть ли успешные примеры?,d_10c30d1a6c,"Да, Второй кассационный суд отменил апелляционное определение Мосгорсуда по прокурорскому делу о недействительности договора ОПС. Кассация - рабочий уровень для исправления апелляционных ошибок в пенсионных спорах.",отменить апелляционное определение судебной коллегии по гражданским делам Московского городского суда от ДД.ММ.ГГГГ в части возложения на АО «НПФ «Будущее» в срок 30 дней со дня вынесения апелляционного определения о признании договора об обязательном пенсионном страховании от ДД.ММ.,16339,16623,процессуальные итоги обжалования
